,pathway,pval,padj,log2err,ES,NES,size
177,REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.0138238246567624,0.0684978277936202,0.380730400722792,-0.564696007549357,-1.48723695834033,51
178,REACTOME_TCR_SIGNALING,0.0137975436212932,0.0684978277936202,0.380730400722792,0.479015463109443,1.42246565559899,113
179,REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT,0.0144184146983468,0.0706502320218995,0.380730400722792,0.46246188925716,1.38415144025907,125
180,REACTOME_HCMV_LATE_EVENTS,0.0143500344225076,0.0706502320218995,0.380730400722792,0.617486812725209,1.59950598859056,45
181,REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,0.0148096610533538,0.0721664146356798,0.380730400722792,0.636618578999995,1.57209039475015,36
182,REACTOME_DISEASES_OF_GLYCOSYLATION,0.0150863030340316,0.0731105454726145,0.380730400722792,-0.447414240478738,-1.35732683201739,136
183,REACTOME_INTERLEUKIN_1_SIGNALING,0.0152749269849191,0.0733921467968559,0.380730400722792,0.492473119973897,1.43134952529006,96
184,REACTOME_PCP_CE_PATHWAY,0.0153108333453758,0.0733921467968559,0.380730400722792,0.492513389908954,1.41745141814862,89
185,PID_MTOR_4PATHWAY,0.0158810748811461,0.0745058938572917,0.352487857583619,0.538329215625931,1.48239598946743,64
186,REACTOME_CELLULAR_SENESCENCE,0.0158762341257944,0.0745058938572917,0.352487857583619,0.461133954133122,1.37599064773266,122
187,REACTOME_GENE_SILENCING_BY_RNA,0.0158037374369775,0.0745058938572917,0.352487857583619,0.546786457618292,1.50556179619167,65
188,WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249,0.0156801270296831,0.0745058938572917,0.352487857583619,-0.608429571220673,-1.54475186096643,41
189,REACTOME_TP53_REGULATES_METABOLIC_GENES,0.0162100716807857,0.0753464436214585,0.352487857583619,0.536569229865301,1.49283922290962,68
190,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,0.0162310932971396,0.0753464436214585,0.352487857583619,0.468585809136121,1.39418542637151,115
191,REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,0.0163896705008871,0.0756842376009553,0.352487857583619,-0.588389470731091,-1.52226562890402,43
192,KEGG_RETINOL_METABOLISM,0.0166065408955809,0.076286297239075,0.352487857583619,-0.542221761326349,-1.47786372050766,63
193,WP_MRNA_PROCESSING,0.0173729240521873,0.0793933627669909,0.352487857583619,0.478857123345337,1.39674234748258,101
194,WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,0.0176098270572912,0.0800611724975817,0.352487857583619,0.54198277907957,1.49233499660963,65
195,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.0180860793816093,0.0813873572172416,0.352487857583619,-0.53720216355085,-1.45635376210884,58
196,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,0.0180455341185026,0.0813873572172416,0.352487857583619,0.633963994984846,1.56117703723305,35
197,REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,0.018472027410591,0.082673308150491,0.352487857583619,0.631519987719795,1.58303497874669,38
198,WP_TGFBETA_RECEPTOR_SIGNALING,0.0185593140746,0.082673308150491,0.352487857583619,-0.559084331855043,-1.48863768390806,53
199,WP_G_PROTEIN_SIGNALING_PATHWAYS,0.0191216831089816,0.0847503743825213,0.352487857583619,-0.485718013573983,-1.38379314256653,91
200,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.0195202533762435,0.0860843173892337,0.352487857583619,0.448253925323218,1.35909294690231,144
201,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,0.0200943784755448,0.088175332415077,0.352487857583619,0.487045304850643,1.39023164889704,84
202,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.0222389783022049,0.0947573858093947,0.352487857583619,-0.469322564436151,-1.38034446213728,109
203,REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,0.0221358241098893,0.0947573858093947,0.352487857583619,0.625653345895288,1.56832903214711,38
204,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.0221171110358549,0.0947573858093947,0.352487857583619,0.465273999582144,1.38598544440997,116
205,REACTOME_O_LINKED_GLYCOSYLATION,0.0218371497867152,0.0947573858093947,0.352487857583619,-0.476932181991316,-1.36588824738558,95
206,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0.0220945465832412,0.0947573858093947,0.352487857583619,0.494820227733128,1.43138735612286,93
207,REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,0.0217470996845019,0.0947573858093947,0.352487857583619,0.626929601422951,1.54385439148886,35
208,WP_PRADERWILLI_AND_ANGELMAN_SYNDROME,0.023861061440192,0.101180077837737,0.352487857583619,-0.515080215291421,-1.40611130097539,62
209,REACTOME_SIGNALING_BY_NTRKS,0.02442256963894,0.103065580964331,0.352487857583619,-0.447787965724886,-1.35190008600796,131
210,PID_IL4_2PATHWAY,0.0249832512295101,0.104432358220037,0.352487857583619,-0.527709796384564,-1.43597374392915,59
211,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,0.0248830514320274,0.104432358220037,0.352487857583619,-0.434950365566911,-1.32286099278593,142
212,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.0264754227761678,0.110147749474434,0.352487857583619,-0.570271185736082,-1.47539048263684,43
213,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.026965868669922,0.111661484351508,0.352487857583619,0.535992572205567,1.46222074197675,62
214,REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.0275820106654276,0.11367912806966,0.352487857583619,0.498355093703656,1.44578017535608,94
215,REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,0.0287233470534476,0.117832521400655,0.352487857583619,0.557392917888159,1.44939718668593,46
216,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,0.0291880484556629,0.119184531193957,0.352487857583619,0.506062748532386,1.42655382055133,74
217,REACTOME_HEME_SIGNALING,0.0295627113430031,0.120158117071561,0.352487857583619,-0.564549005711487,-1.46058621028469,43
218,REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.0314202614428694,0.127122342167939,0.321775918075361,-0.512963185864526,-1.39584611002164,59
219,WP_TYPE_II_INTERFERON_SIGNALING_IFNG,0.0319294887190681,0.128592735389124,0.321775918075361,0.606852160090019,1.49441240326347,35
220,WP_BLADDER_CANCER,0.0322173221574769,0.129162173376794,0.321775918075361,0.606261444701165,1.51971923595438,38
221,BIOCARTA_ALK_PATHWAY,0.0331224509887484,0.131594602576919,0.321775918075361,-0.597605797974475,-1.47230324646409,36
222,PID_AVB3_INTEGRIN_PATHWAY,0.0330466264237531,0.131594602576919,0.321775918075361,-0.502010158293181,-1.40019050061911,72
223,KEGG_RNA_DEGRADATION,0.0336551754367136,0.133111501054625,0.321775918075361,0.550589886124907,1.46653070346118,54
224,PID_RB_1PATHWAY,0.0341835670233297,0.134597795154361,0.321775918075361,0.521643067057168,1.43633014692873,65
225,REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,0.0356493183837664,0.139745328064364,0.321775918075361,0.502961259766602,1.36483859732617,61
226,REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,0.0363696030464549,0.141938008349439,0.321775918075361,0.430866074556581,1.30637348589215,144
227,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,0.0376632730999125,0.146339237330938,0.321775918075361,0.52098232941558,1.42127187535476,62
228,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,0.0393691579368841,0.15229647938742,0.321775918075361,0.575112677670488,1.48974221487976,45
229,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.0402380269755976,0.154977903023917,0.321775918075361,0.589126340019588,1.49419139101682,41
230,KEGG_PRIMARY_IMMUNODEFICIENCY,0.0406091061824126,0.155727094142991,0.321775918075361,0.59836603097693,1.47351476552512,35
231,REACTOME_GABA_RECEPTOR_ACTIVATION,0.0412429090297874,0.157390624348325,0.321775918075361,-0.505424062814054,-1.37518308055115,60
232,WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,0.0413998014158858,0.157390624348325,0.321775918075361,0.569757742653991,1.44226995700434,40
233,REACTOME_INTERLEUKIN_12_SIGNALING,0.0421858735946685,0.159008292779904,0.321775918075361,0.56220333395711,1.44364043501013,44
234,REACTOME_MEIOSIS,0.0421858735946685,0.159008292779904,0.321775918075361,0.538455251118845,1.42377646205494,53
235,REACTOME_DUAL_INCISION_IN_TC_NER,0.0424690299104565,0.159394401621373,0.321775918075361,0.498338132173984,1.35229325142479,61
236,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,0.0449781238860121,0.168096208760435,0.321775918075361,0.532147970492278,1.41740950420298,54
237,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,0.046616623779507,0.173484650521203,0.321775918075361,-0.427507230059306,-1.29067126703732,131
238,REACTOME_GABA_B_RECEPTOR_ACTIVATION,0.0468164794007491,0.17349636483807,0.287857117255149,-0.540214144685782,-1.39762770343453,43
239,WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION,0.0483558994197292,0.17845147819331,0.287857117255149,-0.535544884599249,-1.39019455384655,45
240,PID_NFAT_TFPATHWAY,0.0492424242424242,0.180965909090909,0.282013350011725,-0.535662110768382,-1.38896861265196,44
241,KEGG_DILATED_CARDIOMYOPATHY,0.050709939148073,0.185194517234429,0.287857117255149,-0.469459489941182,-1.33954362401683,90
242,WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3,0.0508130081300813,0.185194517234429,0.287857117255149,-0.474721394056429,-1.34198778889996,84
243,KEGG_ARACHIDONIC_ACID_METABOLISM,0.0513307984790875,0.186066890609026,0.276500599254472,-0.516726919313947,-1.39328446958152,56
244,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.0517241379310345,0.186066890609026,0.276500599254472,-0.52588103856857,-1.37850644921529,48
245,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.0515463917525773,0.186066890609026,0.287857117255149,0.491699873895655,1.33427963518427,61
246,REACTOME_SENSORY_PROCESSING_OF_SOUND,0.0518962075848303,0.186066890609026,0.282013350011725,-0.481000617765568,-1.33297060684808,70
247,WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM,0.052335685510293,0.186882893198698,0.321775918075361,0.52971226911892,1.40065838129744,53
248,WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,0.0530612244897959,0.188709677419355,0.282013350011725,-0.416389194289539,-1.26695506947817,139
249,PID_AP1_PATHWAY,0.0537848605577689,0.189752988047809,0.276500599254472,-0.485883942927028,-1.33746216884669,67
250,REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0.0537565815350119,0.189752988047809,0.321775918075361,-0.575504315169972,-1.43463639969016,37
251,KEGG_VIBRIO_CHOLERAE_INFECTION,0.0546218487394958,0.191938129833607,0.282013350011725,0.525534991521255,1.38751520618366,52
252,REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,0.0552100568579028,0.19323519900266,0.321775918075361,0.570846401595732,1.44782828557439,41
253,REACTOME_HCMV_INFECTION,0.0555555555555556,0.193675889328063,0.271288554688953,0.473582276492019,1.35368555417095,87
254,SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.0563380281690141,0.195630475767994,0.271288554688953,0.489122815603652,1.3467865097212,65
255,REACTOME_SPHINGOLIPID_METABOLISM,0.0578842315369262,0.200211342021839,0.266350657088526,-0.471951362321728,-1.30999281452933,71
256,PID_CXCR3_PATHWAY,0.058455114822547,0.201396137787056,0.271288554688953,0.551959370156055,1.40610682103797,42
257,KEGG_STARCH_AND_SUCROSE_METABOLISM,0.0590476190476191,0.201860465116279,0.257206466468838,-0.515977786277352,-1.35892803061342,51
258,REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.0590476190476191,0.201860465116279,0.257206466468838,-0.513469967673919,-1.35085447079287,50
259,KEGG_PURINE_METABOLISM,0.0598455598455598,0.203538461538462,0.257206466468838,0.412394774248746,1.24780413922408,142
260,REACTOME_REPRODUCTION,0.06,0.203538461538462,0.261663521711573,0.478369446190103,1.34271506278668,73
261,BIOCARTA_FCER1_PATHWAY,0.060546875,0.203825739503817,0.257206466468838,-0.551235323787603,-1.37659807058768,38
262,PID_BMP_PATHWAY,0.060546875,0.203825739503817,0.257206466468838,-0.551089294110959,-1.37623339118046,38
263,REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.0608365019011407,0.204022032991658,0.252961123069611,-0.519140528650744,-1.37494013672717,52
264,REACTOME_CELLULAR_RESPONSE_TO_STARVATION,0.0642023346303502,0.214494163424125,0.248911114434702,0.411315656846982,1.2407690657658,140
265,REACTOME_OPIOID_SIGNALLING,0.065439672801636,0.217802986456766,0.252961123069611,-0.45799529275873,-1.30278483584389,89
266,PID_P73PATHWAY,0.0663983903420523,0.220163083765752,0.248911114434702,0.473204338731868,1.32356913508445,72
267,REACTOME_PLATELET_HOMEOSTASIS,0.0676229508196721,0.223383680235771,0.248911114434702,-0.462192963347847,-1.30017635021022,81
268,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,0.0684410646387833,0.223574144486692,0.237793834423688,0.414983160915168,1.24391446559285,126
269,PID_ILK_PATHWAY,0.0680412371134021,0.223574144486692,0.248911114434702,0.536689166593298,1.39021193373999,45
270,REACTOME_NGF_STIMULATED_TRANSCRIPTION,0.068359375,0.223574144486692,0.241339976815091,-0.543021525040271,-1.35608577933958,38
271,REACTOME_DUAL_INCISION_IN_GG_NER,0.0703933747412008,0.228260869565217,0.245041785430996,0.54743766396374,1.38576948930912,40
272,WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM,0.0703422053231939,0.228260869565217,0.234392647294686,-0.501977641278007,-1.35351502994733,56
273,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.0715667311411992,0.231215592917721,0.234392647294686,-0.56051538856079,-1.37252708604072,35
274,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,0.0726577437858509,0.23388368620117,0.231126709673834,0.41162749502373,1.23731842973017,129
275,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,0.0735009671179884,0.234126141431302,0.231126709673834,-0.541115043349212,-1.36420353256048,39
276,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.0735294117647059,0.234126141431302,0.241339976815091,0.504490726764039,1.33195422960802,52
277,WP_INTEGRATED_CANCER_PATHWAY,0.0730688935281837,0.234126141431302,0.241339976815091,0.539741967580136,1.3749832021156,42
278,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.0743639921722113,0.234446564885496,0.231126709673834,0.464819514199549,1.31959191732287,78
279,REACTOME_SIGNALING_BY_PDGF,0.0741444866920152,0.234446564885496,0.227987202850442,-0.493720798531008,-1.33125156671912,56
280,WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA,0.0744274809160305,0.234446564885496,0.227987202850442,-0.49689750997401,-1.34430268621348,57
281,BIOCARTA_KERATINOCYTE_PATHWAY,0.0754352030947776,0.23581694812374,0.227987202850442,-0.514159168496326,-1.334680428119,45
282,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.0754716981132075,0.23581694812374,0.237793834423688,0.509018218280181,1.33742296156067,51
283,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,0.0756646216768916,0.23581694812374,0.234392647294686,-0.451933742802347,-1.28554252901292,89
284,REACTOME_AUTOPHAGY,0.0764818355640535,0.237524573829209,0.224966093540314,0.407615020036831,1.2252572595942,129
285,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.0769230769230769,0.238056680161943,0.224966093540314,-0.535626634768609,-1.35991128633342,41
286,PID_SYNDECAN_1_PATHWAY,0.0776699029126214,0.238692872365617,0.224966093540314,-0.508797321818716,-1.31891724370374,46
287,REACTOME_CARDIAC_CONDUCTION,0.0774058577405858,0.238692872365617,0.234392647294686,-0.415867677429986,-1.244483294437,125
288,REACTOME_HCMV_EARLY_EVENTS,0.078,0.238875,0.227987202850442,0.467876684961998,1.29507360796398,67
289,KEGG_FATTY_ACID_METABOLISM,0.0789980732177264,0.24109446566794,0.222056046145248,-0.537863244119049,-1.35773396605934,40
290,KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.0797546012269939,0.242225790096333,0.227987202850442,-0.456714970224835,-1.28477938140379,83
291,WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,0.0799180327868853,0.242225790096333,0.227987202850442,-0.454504369945914,-1.27247967021935,76
292,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.0807453416149068,0.243895175699821,0.227987202850442,-0.418511202878179,-1.24815852851698,121
293,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,0.081419624217119,0.245092520680884,0.227987202850442,0.55366254704274,1.3735387910931,37
294,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,0.0833333333333333,0.25,0.219250346703755,0.450377353728762,1.28735670216459,87
295,REACTOME_COLLAGEN_DEGRADATION,0.083984375,0.250346145325654,0.216542836735348,-0.479825986953569,-1.30567505784581,59
296,REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,0.0840163934426229,0.250346145325654,0.222056046145248,-0.397119078799222,-1.20780727611895,140
297,PID_FOXO_PATHWAY,0.0862422997946612,0.25504925554406,0.219250346703755,0.509864741699886,1.32580895539552,46
298,REACTOME_CA2_PATHWAY,0.0870406189555126,0.25504925554406,0.211400189384923,-0.479800179772716,-1.30073712334621,58
299,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.0870406189555126,0.25504925554406,0.211400189384923,-0.501379368209283,-1.30629520527423,47
300,REACTOME_PROTEIN_FOLDING,0.0868725868725869,0.25504925554406,0.211400189384923,0.437146664591389,1.26820812985427,94
301,WP_NOTCH_SIGNALING,0.0861423220973783,0.25504925554406,0.208955027549354,-0.510406455841243,-1.32051004164373,43
302,WP_NONSMALL_CELL_LUNG_CANCER,0.0878243512974052,0.256493635246064,0.213927855492356,0.455311940904053,1.27247988206087,71
303,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.0895238095238095,0.259937373365261,0.206587922696891,-0.495261833051863,-1.30295188328532,50
304,REACTOME_ION_HOMEOSTASIS,0.0896946564885496,0.259937373365261,0.206587922696891,-0.482750191578073,-1.28694678150549,54
305,WP_RENINANGIOTENSINALDOSTERONE_SYSTEM_RAAS,0.0898876404494382,0.259937373365261,0.204294756516886,-0.508633541906109,-1.31592320574555,43
306,PID_FCER1_PATHWAY,0.091254752851711,0.261341571050309,0.204294756516886,-0.476679051860329,-1.2853007944963,56
307,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,0.0909090909090909,0.261341571050309,0.206587922696891,0.451867185128383,1.28344273509262,77
308,WP_VITAMIN_B12_METABOLISM,0.0912621359223301,0.261341571050309,0.206587922696891,-0.501051460465112,-1.29883822664034,46
309,REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,0.0918580375782881,0.261350932722742,0.213927855492356,0.543134651326539,1.34742094506573,37
310,WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,0.0918163672654691,0.261350932722742,0.208955027549354,-0.45380020307576,-1.25961074110841,71
311,BIOCARTA_TCR_PATHWAY,0.0936329588014981,0.262172284644195,0.199915231309662,-0.505561078017617,-1.30797420868466,43
312,KEGG_PARKINSONS_DISEASE,0.0935672514619883,0.262172284644195,0.204294756516886,0.433836945867227,1.24953901178839,91
313,PID_A6B1_A6B4_INTEGRIN_PATHWAY,0.0932038834951456,0.262172284644195,0.204294756516886,-0.497931356314434,-1.2907502140074,46
314,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.0928030303030303,0.262172284644195,0.20207170902116,0.425470580580854,1.24923515111109,106
315,WP_PPAR_SIGNALING_PATHWAY,0.0930693069306931,0.262172284644195,0.206587922696891,-0.459120145766512,-1.26279706922639,66
316,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,0.0942307692307692,0.262237016449601,0.20207170902116,-0.515959275548174,-1.30997750403038,41
317,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,0.0948453608247423,0.262237016449601,0.208955027549354,0.509568260757567,1.31995933820876,45
318,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,0.0943396226415094,0.262237016449601,0.211400189384923,0.495409419565209,1.3016664419961,51
319,WP_ECTODERM_DIFFERENTIATION,0.0946502057613169,0.262237016449601,0.208955027549354,-0.403539904342813,-1.21670861634281,130
320,PID_LYSOPHOSPHOLIPID_PATHWAY,0.0998043052837573,0.273065015479876,0.197822021315103,-0.465226874296341,-1.27001726341873,62
321,REACTOME_CELL_JUNCTION_ORGANIZATION,0.0995934959349594,0.273065015479876,0.20207170902116,-0.441425898851564,-1.24786490219265,84
322,REACTOME_CIRCADIAN_CLOCK,0.0998043052837573,0.273065015479876,0.197822021315103,-0.464942236003731,-1.26924023275817,62
323,WP_ATM_SIGNALING_PATHWAY,0.1,0.273065015479876,0.204294756516886,0.549391958129104,1.35668962361174,36
324,KEGG_TGF_BETA_SIGNALING_PATHWAY,0.101626016260163,0.276648599819332,0.199915231309662,-0.439548729298717,-1.24255833996657,84
325,KEGG_PPAR_SIGNALING_PATHWAY,0.102204408817635,0.277367041775859,0.197822021315103,-0.455854186835681,-1.25463892360895,68
326,PID_ENDOTHELIN_PATHWAY,0.103718199608611,0.28042375144663,0.193813302725311,-0.462504428820431,-1.26258529217169,62
327,PID_P53_REGULATION_PATHWAY,0.104602510460251,0.28042375144663,0.199915231309662,0.484305976899961,1.28997935285798,54
328,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,0.104384133611691,0.28042375144663,0.199915231309662,0.537521036977365,1.33349456137225,37
329,REACTOME_POTASSIUM_CHANNELS,0.104384133611691,0.28042375144663,0.199915231309662,-0.420257114458757,-1.22344342916556,102
330,REACTOME_INTERLEUKIN_17_SIGNALING,0.107569721115538,0.287504527345165,0.191892240384838,-0.451997227158764,-1.24418433773853,67
331,REACTOME_GLUTATHIONE_CONJUGATION,0.108317214700193,0.28862774430686,0.188204146308491,-0.523812974877655,-1.28265434047254,35
332,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.108651911468813,0.288647547938232,0.191892240384838,0.449865668397173,1.24293465725383,66
333,REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,0.11,0.290479041916168,0.190023305279108,0.451329429010612,1.24927112377179,67
334,REACTOME_SELECTIVE_AUTOPHAGY,0.11,0.290479041916168,0.190023305279108,0.443644015280449,1.24524571244356,73
335,KEGG_APOPTOSIS,0.111111111111111,0.292537313432836,0.190023305279108,-0.432667205166297,-1.22749731441997,86
336,PID_TGFBR_PATHWAY,0.114285714285714,0.3,0.181383128498408,-0.48330663203263,-1.27149972880154,50
337,REACTOME_SEMAPHORIN_INTERACTIONS,0.11605415860735,0.303738183654845,0.181383128498408,-0.455286271747257,-1.24136804678365,61
338,REACTOME_HEDGEHOG_OFF_STATE,0.117082533589251,0.304621813055221,0.179782316298324,0.415842074583514,1.22224860922521,107
339,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,0.117043121149897,0.304621813055221,0.186432558434075,0.494866592114895,1.2868090414814,46
340,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.119607843137255,0.310276816608997,0.179782316298324,0.44110299621407,1.24343703687083,74
341,WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL,0.123106060606061,0.317484051036683,0.173747838999571,-0.489704914506232,-1.26980188076934,44
342,WP_VASOPRESSINREGULATED_WATER_REABSORPTION,0.123106060606061,0.317484051036683,0.173747838999571,-0.491927668060432,-1.27556546728849,44
343,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,0.125725338491296,0.32235392020152,0.173747838999571,-0.501610730548736,-1.26460932660343,39
344,REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS,0.125498007968127,0.32235392020152,0.176694268938498,-0.437816702148826,-1.2248698546984,73
345,PID_THROMBIN_PAR1_PATHWAY,0.127167630057803,0.325106810756471,0.172324344900946,-0.496181027693736,-1.25251509929336,40
346,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.130879345603272,0.333628852086953,0.175204047558551,-0.388574301949464,-1.17741185345277,133
347,REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.131528046421663,0.334316244795122,0.169570644405628,-0.480151985032594,-1.25098932190039,47
348,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.132295719844358,0.335301220984838,0.169570644405628,0.432707570110849,1.22277715549579,75
349,KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,0.138257575757576,0.349407397759833,0.163180127180689,-0.478034838712372,-1.23954144483578,44
350,REACTOME_SLC_TRANSPORTER_DISORDERS,0.138996138996139,0.35027027027027,0.16440575583821,0.41089121184677,1.19203831930601,94
351,PID_HNF3B_PATHWAY,0.140655105973025,0.351691384769205,0.163180127180689,-0.489249103812915,-1.23501676936277,40
352,REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.140756302521008,0.351691384769205,0.170932335370056,0.466505781349833,1.23166654140727,52
353,WP_16P112_PROXIMAL_DELETION_SYNDROME,0.140529531568228,0.351691384769205,0.16823816568964,0.445061642416189,1.21415556622602,62
354,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,0.142268041237113,0.354464441726367,0.16823816568964,0.524459448013107,1.29151506027965,35
355,WP_PLURIPOTENT_STEM_CELL_DIFFERENTIATION_PATHWAY,0.145067698259188,0.36042171792846,0.160801401070022,-0.470368584176658,-1.22549962200502,47
356,REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,0.146153846153846,0.361085972850679,0.159646701919906,-0.469651006175706,-1.23243957621553,49
357,WP_ZINC_HOMEOSTASIS,0.146137787056367,0.361085972850679,0.166933848713193,0.517836120755687,1.28465976809553,37
358,REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,0.147058823529412,0.362306933946763,0.166933848713193,0.464232351847355,1.22566424269117,52
